A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Justify the proposed methodology in relation to the research question.,10,99,84.14,99,25.77,10,60,80,40,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,30,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
justify the purpose and rationale for HPE,7,99,50,89.63,25.77,7,42.86,85.71,42.86,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,28.57,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justify the rationale for using various fluids (including blood products) to maintain circulatory and nutritional support.,16,99,50,35.37,99,16,56.25,87.5,31.25,0,0,0,0,0,0,0,0,6.25,18.75,0,0,6.25,0,12.5,6.25,6.25,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,25,12.5,25,0,0,0,0,0,0,0,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,6.25,0,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,0,0,0,0,0,0,0,0,12.5,0
Justify the reasons for precautions that are taken in MRI to ensure staff and patient safety,16,97.36,50,35.37,99,16,25,81.25,43.75,6.25,0,0,0,0,0,0,6.25,6.25,18.75,6.25,0,6.25,0,12.5,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,18.75,0,0,6.25,6.25,6.25,6.25,6.25,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justify the relevance of quantitative data analysis skills for contemporary transport and traffic practice,",14,99,50,52.86,25.77,14,57.14,64.29,28.57,0,0,0,0,0,0,0,0,7.14,14.29,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,7.14,0,7.14,7.14,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0
justify the role of analytic modelling in transportation planning and traffic engineering.,12,99,79.76,98.01,25.77,12,58.33,75,33.33,0,0,0,0,0,0,0,0,8.33,16.67,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,16.67,16.67,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,8.33,16.67,8.33,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
Justify the selection and promotion of strategic quality management systems to support continuous improvement practice,15,99,50,1,99,15,73.33,73.33,26.67,0,0,0,0,0,0,0,0,6.67,13.33,0,0,6.67,0,6.67,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,26.67,6.67,6.67,0,0,13.33,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justify the selection and validation of equipment for an ART laboratory,11,99,50,2.4,25.77,11,45.45,72.73,45.45,0,0,0,0,0,0,0,0,18.18,18.18,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justify the selection of investigations for a patient presenting problems or conditionsThemeslabel Theme IV: Clinical Skills,16,99,26.6,1,1,16,50,68.75,31.25,0,0,0,0,0,0,0,0,12.5,12.5,0,0,6.25,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,18.75,6.25,6.25,6.25,6.25,0,6.25,0,0,0,0,12.5,0,12.5,0,0,12.5,0,6.25,0,0,6.25,0,0,0,0,0,0,0,12.5,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0
Justify the selection of the research methodology,7,99,50,13.15,25.77,7,57.14,71.43,42.86,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justify the use of appropriate computer modelling techniques and experimental methods, whilst ensuring model or test applicability, accuracy and limitations of the methods.",23,93.26,33.19,9.25,25.77,23,52.17,65.22,34.78,0,0,0,0,0,0,0,0,8.7,8.7,0,0,17.39,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,4.35,8.7,0,4.35,4.35,4.35,0,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,0,0,4.35,0,4.35,0,0,4.35,8.7,0,0,0,0,0,0,0,0,0,0,0,13.04,4.35,8.7,0,0,0,0,0,0,0,0,0
"justify the use of appropriate computer modelling techniques and experimental methods, whilst ensuring model or test applicability, accuracy and limitations of the methods.",23,93.26,33.19,9.25,25.77,23,52.17,65.22,34.78,0,0,0,0,0,0,0,0,8.7,8.7,0,0,17.39,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,4.35,8.7,0,4.35,4.35,4.35,0,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,0,0,4.35,0,4.35,0,0,4.35,8.7,0,0,0,0,0,0,0,0,0,0,0,13.04,4.35,8.7,0,0,0,0,0,0,0,0,0
Justify the use of thromboprophylaxis during the perioperative period.,9,99,50,98.01,25.77,9,33.33,77.78,44.44,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
Justify the use of various techniques for improving breeding and population genetics in animals,14,99,50,13.15,99,14,57.14,64.29,35.71,0,0,0,0,0,0,0,0,7.14,21.43,0,0,7.14,0,7.14,7.14,7.14,0,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,14.29,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justify your conceptual, material and logistical approaches to your cultural production in relation to a range of diverse public platforms;",20,98.58,99,74.76,25.77,20,50,75,40,10,10,0,0,10,0,0,0,5,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,15,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,15,5,10,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,5,0,0,0,0,0,0,0
Justify your project plan in relation to client requirements and creative rationale using a written report and presentation.,18,93.26,86.68,58.07,98.27,18,44.44,100,33.33,5.56,5.56,0,0,5.56,0,0,0,5.56,11.11,0,0,11.11,0,11.11,5.56,0,0,0,0,5.56,5.56,0,0,0,0,5.56,0,0,0,0,27.78,16.67,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,5.56,11.11,0,0,0,5.56,0,5.56,5.56,0,5.56,0,33.33,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
"Justify, account for and critically reflect on professional behaviour according to ethical principles and contextualising these within other circumstances.",19,93.26,29.92,96.09,25.77,19,57.89,68.42,42.11,10.53,0,0,0,0,0,0,10.53,0,21.05,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,10.53,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,5.26,10.53,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,10.53,5.26,5.26,0,0,0,0,0,0,0,0,0
Know and understand behavioural characteristics of gifted individuals and how that can impact students' learning experiences,16,23.1,73.4,74.76,25.77,16,43.75,81.25,37.5,6.25,0,0,0,0,0,0,6.25,0,6.25,6.25,6.25,18.75,0,18.75,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,25,18.75,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,18.75,0,6.25,6.25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0
Know and understand conceptual frameworks and theories of giftedness and talent,11,57.84,50,31.94,99,11,45.45,72.73,36.36,0,0,0,0,0,0,0,0,0,9.09,0,0,27.27,0,18.18,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,27.27,18.18,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
know and understand conceptual frameworks and theories of talent development,10,78.3,50,43.37,99,10,50,80,30,0,0,0,0,0,0,0,0,0,10,0,0,20,0,20,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,30,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Know and understand differentiated curriculum and how it can meet the needs of gifted students,15,34.14,50,10.08,25.77,15,26.67,93.33,46.67,6.67,0,0,0,0,0,0,6.67,6.67,6.67,6.67,6.67,20,0,26.67,0,0,6.67,0,0,0,0,0,0,0,0,6.67,0,0,0,0,33.33,13.33,6.67,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,13.33,6.67,0,6.67,0,0,0,33.33,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Know features of different equipment and machinery used in geotechnical construction,11,98.34,18.16,85.21,25.77,11,54.55,63.64,27.27,0,0,0,0,0,0,0,0,0,18.18,0,0,9.09,0,18.18,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Know how clinical neuropsychologists and other allied health professionals assess function following neurological damage and set rehabilitation goals;,18,31.3,28.91,23.51,1,18,38.89,72.22,22.22,5.56,0,0,0,0,0,0,5.56,0,0,0,5.56,16.67,0,11.11,0,0,5.56,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,16.67,5.56,5.56,0,0,0,5.56,0,0,0,0,22.22,0,22.22,0,0,5.56,0,5.56,0,5.56,0,0,5.56,0,5.56,5.56,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0
know how clinical neuropsychologists and other allied health professionals assess impairment following neurological damage;,14,29.3,23.75,52.86,1,14,42.86,71.43,21.43,7.14,0,0,0,0,0,0,7.14,0,0,0,7.14,14.29,0,14.29,0,0,7.14,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,21.43,7.14,7.14,0,0,0,7.14,0,0,0,0,21.43,0,21.43,0,0,0,0,0,0,0,0,0,7.14,0,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0
know how to critically assess these approaches,7,29.3,50,89.63,25.77,7,28.57,71.43,42.86,14.29,0,0,0,0,0,0,14.29,0,14.29,0,14.29,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
know local human service systems relevant to the needs of the professional psychologist,13,99,77.92,1.4,25.77,13,38.46,92.31,30.77,0,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,15.38,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,7.69,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Know some of the modifications made by humans that can influence the climate and the associated processes by which this occurs;,21,96.66,68.29,1,25.77,21,23.81,80.95,52.38,14.29,0,0,0,0,0,0,14.29,14.29,14.29,4.76,0,4.76,0,9.52,0,0,4.76,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,19.05,4.76,9.52,0,4.76,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,4.76,0,0,4.76,9.52,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,4.76,0,0,0,0,0,0,0
Know the archaeological record of Predynastic Egypt.,7,99,50,13.15,25.77,7,28.57,42.86,28.57,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
Know the principles of environmental modification.,6,99,50,98.01,25.77,6,50,66.67,33.33,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
Know the principles of green chemistry and green metrics such as atom economy and e-factors to recognise green chemistry criteria in the practice of chemistry;,26,98.98,50,5.76,25.77,26,38.46,65.38,38.46,0,0,0,0,0,0,0,0,7.69,19.23,0,3.85,11.54,0,3.85,15.38,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,11.54,11.54,0,0,0,0,0,0,0,3.85,0,3.85,0,0,0,0,7.69,0,3.85,0,3.85,0,7.69,0,0,3.85,0,0,0,0,0,0,0,0,7.69,0,0,0,3.85,0,0,3.85,0,0,0,0
Know where and how to continue learning on advanced and/or new topics in micro/nano solid and fluid mechanics.,20,52.71,30.86,99,25.77,20,20,70,45,0,0,0,0,0,0,0,0,0,15,0,10,25,0,10,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,5,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,10,0,30,5,15,10,5,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,10
"Knowledge about Japanese language, society and culture: through the study and critique of Japanese popular cultural representations, students will problematicise social concepts already learned and develop their own critical frameworks for understanding these genres.",34,80.67,98.02,2.14,1.76,34,58.82,76.47,35.29,5.88,2.94,0,0,0,0,2.94,2.94,2.94,11.76,2.94,5.88,8.82,0,5.88,2.94,0,0,0,0,8.82,2.94,5.88,0,2.94,0,20.59,0,0,0,0,11.76,8.82,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,8.82,2.94,0,2.94,0,2.94,5.88,0,2.94,2.94,0,0,2.94,11.76,0,0,0,0,0,0,0,0,0,0,0,11.76,2.94,5.88,2.94,0,0,0,0,0,0,0,0
Knowledge and understanding of international legislation in the core areas of air and space law,15,99,50,99,25.77,15,26.67,86.67,40,0,0,0,0,0,0,0,0,6.67,20,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,33.33,0,33.33,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knowledge and understanding of key international concepts and principles of air and space law,14,83.81,50,99,25.77,14,35.71,78.57,35.71,0,0,0,0,0,0,0,0,0,14.29,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,21.43,0,21.43,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knowledge and understanding of national legislation in the core areas of space law,13,99,50,99,25.77,13,30.77,84.62,38.46,0,0,0,0,0,0,0,0,7.69,23.08,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,30.77,0,30.77,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knowledge data collection techniques in both quantitative and qualitative research;,10,93.26,50,93.3,25.77,10,60,50,20,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
Knowledge in the design of micro/nano-electro-mechanical-systems and micro/nano-fluidic devices for various bio-applications To develop the ability to:,24,99,50,1.79,25.77,24,41.67,54.17,33.33,0,0,0,0,0,0,0,0,8.33,20.83,0,0,4.17,0,0,4.17,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,4.17,0,4.17,0,8.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,4.17,0,0,0,20.83,0,0,0,8.33
Knowledge of a range of methodological approaches that have been used to examine this issue;,15,93.26,50,43.37,25.77,15,26.67,80,53.33,13.33,0,0,0,0,0,0,13.33,6.67,20,13.33,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,0,13.33,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0
"Knowledge of basic principles of CBT and rationale for treatment, common cognitive biases relevant to CBT, and the role of safety-seeking behavioursThemeslabel Basic CBT competences",26,99,64.99,17.46,89.84,26,34.62,80.77,30.77,0,0,0,0,0,0,0,0,3.85,19.23,0,0,7.69,0,0,15.38,0,0,0,0,3.85,3.85,0,0,0,0,3.85,0,0,0,0,7.69,7.69,3.85,0,0,0,0,0,0,0,0,11.54,0,11.54,0,0,7.69,0,3.85,3.85,0,3.85,0,0,0,7.69,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,11.54,0,7.69,0,0,0,0,3.85,0,0,0,0
Knowledge of data acquisition methods,5,99,50,43.37,25.77,5,60,60,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knowledge of data analysis methods,5,99,50,99,25.77,5,60,60,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knowledge of digital modulation techniques and the advantages and disadvantages of different techniques,13,97.95,22.08,17.46,25.77,13,61.54,76.92,38.46,0,0,0,0,0,0,0,0,7.69,15.38,0,0,15.38,0,0,15.38,7.69,0,0,0,15.38,7.69,7.69,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,15.38,0,7.69,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Knowledge of EIA institutional, legal and policy provisions in Southern Africa and elsewhere;",13,93.26,50,94.81,25.77,13,38.46,76.92,30.77,0,0,0,0,0,0,0,0,0,15.38,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,23.08,0,23.08,0,23.08,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,7.69,0,0,0,0,0,0,0
Knowledge of issues related to the design and implementation of social science research;,13,99,93.79,17.46,25.77,13,38.46,76.92,38.46,0,0,0,0,0,0,0,0,7.69,23.08,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0
Knowledge of issues related to the design and implementation of social science research.,13,99,93.79,17.46,25.77,13,38.46,76.92,38.46,0,0,0,0,0,0,0,0,7.69,23.08,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
Knowledge of key concepts and perspectives used in sociological analysis;,10,98.58,50,93.3,25.77,10,50,60,30,0,0,0,0,0,0,0,0,0,20,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
Knowledge of legislative frameworks for environmental decision-making (EDM) and values in EIA;,13,99,50,94.81,99,13,38.46,69.23,30.77,0,0,0,0,0,0,0,0,0,23.08,0,0,7.69,0,7.69,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,23.08,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,30.77,0,0,0,7.69,0,0,7.69,0,0,15.38,0
"Knowledge of mental health problems, ethical and professional guidelines, and a model of therapy (and the ability to draw on and apply this knowledge when providing psychological interventions) Themeslabel Generic therapeutic competences",32,89.84,62.28,2.67,1.42,32,46.88,75,37.5,3.12,0,0,0,0,0,0,3.12,6.25,12.5,0,3.12,15.62,0,0,3.12,0,3.12,0,0,3.12,0,3.12,0,0,0,3.12,0,0,0,0,9.38,6.25,0,3.12,0,0,0,0,0,0,0,9.38,0,9.38,0,0,9.38,0,6.25,3.12,0,3.12,0,0,0,6.25,0,3.12,3.12,9.38,0,0,0,0,0,0,0,0,0,0,0,12.5,0,6.25,0,0,0,0,0,0,0,6.25,0
Knowledge of methods commonly used in both quantitative and qualitative research;,11,93.26,50,85.21,25.77,11,54.55,72.73,36.36,0,0,0,0,0,0,0,0,0,18.18,0,9.09,9.09,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,18.18,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0
"Knowledge of poststructuralist, cyberculture and contemporary media theories influencing development of digital literatures;",13,97.95,50,1.4,25.77,13,69.23,61.54,23.08,0,0,0,0,0,0,0,0,0,15.38,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,7.69,0,0,0,0,0,0,0
"Knowledge of the disciplineDemonstrate a good knowledge of one ortwo high prevalence disorders, onetheoretical model of intervention and itsempirical basis, and frequently usedassessment methods and measures.",26,96.16,50,17.46,89.84,26,46.15,57.69,34.62,0,0,0,0,0,0,0,0,7.69,11.54,0,3.85,11.54,0,0,3.85,0,0,3.85,0,3.85,3.85,0,0,0,0,0,0,0,0,0,11.54,7.69,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,3.85,3.85,0,0,0,0,7.69,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,11.54,3.85,7.69,0,0,0,0,0,0,0,0,0
"Knowledge of the divergent structures, processes, and agendas that exist in multi-issue areas of diplomacy",16,99,50,35.37,25.77,16,37.5,56.25,37.5,6.25,0,0,0,0,0,0,6.25,6.25,18.75,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,6.25,0,0,0,0,0,0,0,0,0,0,0,18.75,0,12.5,0,0,0,0,6.25,0,0,0,0
Knowledge of the fundamental limits of communication in noisy band limited channels,12,99,95.2,23.51,25.77,12,41.67,100,33.33,0,0,0,0,0,0,0,0,8.33,25,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,8.33,0,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,25,8.33,16.67,0,0,0,0,0,0,8.33,0,8.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
